run_id,tag,epochs,val_ppl_last,val_loss_last,train_ppl_last,avg_nodes_last,policy_loss_last,val_ppl_best,best_epoch,total_training_time_sec,avg_epoch_time_sec,last_epoch_time_sec,batch_size,hidden_dim,embed_dim,seq_len,vocab_size,max_depth,max_children,pooling_mode,lr,weight_decay,lr_schedule,grad_clip,opt,dataset,num_rollouts,lambda_efficiency,beta_entropy,beta_policy,greedy_threshold,seed,infer_val_ppl,infer_val_loss,infer_avg_nodes,infer_sparsity_percent,infer_latency_ms_mean,infer_latency_ms_p50,infer_latency_ms_p90,infer_latency_ms_p99,infer_device,model_bytes,checkpoint_path,infer_mean_grow_prob,infer_above_threshold_pct
46,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p35_roll3_ep15_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.35,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p35_roll3_ep15_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p35_roll3_ep15_rep0.pt,,
47,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p35_roll3_ep20_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.35,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p35_roll3_ep20_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p35_roll3_ep20_rep0.pt,,
48,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p4_roll3_ep5_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.4,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p4_roll3_ep5_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p4_roll3_ep5_rep0.pt,,
49,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p4_roll3_ep10_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.4,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p4_roll3_ep10_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p4_roll3_ep10_rep0.pt,,
50,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p4_roll3_ep15_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.4,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p4_roll3_ep15_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p4_roll3_ep15_rep0.pt,,
51,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p4_roll3_ep20_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.4,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p4_roll3_ep20_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p4_roll3_ep20_rep0.pt,,
52,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p42_roll3_ep5_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.42,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p42_roll3_ep5_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p42_roll3_ep5_rep0.pt,,
53,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p42_roll3_ep10_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.42,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p42_roll3_ep10_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p42_roll3_ep10_rep0.pt,,
54,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p42_roll3_ep15_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.42,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p42_roll3_ep15_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p42_roll3_ep15_rep0.pt,,
55,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p42_roll3_ep20_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.42,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p42_roll3_ep20_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p42_roll3_ep20_rep0.pt,,
56,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p45_roll3_ep5_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.45,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p45_roll3_ep5_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p45_roll3_ep5_rep0.pt,,
57,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p45_roll3_ep10_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.45,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p45_roll3_ep10_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p45_roll3_ep10_rep0.pt,,
58,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p45_roll3_ep15_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.45,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p45_roll3_ep15_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p45_roll3_ep15_rep0.pt,,
59,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p45_roll3_ep20_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.45,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p45_roll3_ep20_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p45_roll3_ep20_rep0.pt,,
60,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p5_roll3_ep5_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.5,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p5_roll3_ep5_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p5_roll3_ep5_rep0.pt,,
61,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p5_roll3_ep10_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.5,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p5_roll3_ep10_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p5_roll3_ep10_rep0.pt,,
62,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p5_roll3_ep15_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.5,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p5_roll3_ep15_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p5_roll3_ep15_rep0.pt,,
63,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p5_roll3_ep20_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.5,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p5_roll3_ep20_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p5_roll3_ep20_rep0.pt,,
64,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p3_roll3_ep5_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.05,0.01,0.5,0.3,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p3_roll3_ep5_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p3_roll3_ep5_rep0.pt,,
65,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p3_roll3_ep10_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.05,0.01,0.5,0.3,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p3_roll3_ep10_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p3_roll3_ep10_rep0.pt,,
66,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p3_roll3_ep15_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.05,0.01,0.5,0.3,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p3_roll3_ep15_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p3_roll3_ep15_rep0.pt,,
67,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p3_roll3_ep20_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.05,0.01,0.5,0.3,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p3_roll3_ep20_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p3_roll3_ep20_rep0.pt,,
68,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p35_roll3_ep5_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.05,0.01,0.5,0.35,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p35_roll3_ep5_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p35_roll3_ep5_rep0.pt,,
69,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p35_roll3_ep10_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.05,0.01,0.5,0.35,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p35_roll3_ep10_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p35_roll3_ep10_rep0.pt,,
70,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p35_roll3_ep15_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.05,0.01,0.5,0.35,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p35_roll3_ep15_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p35_roll3_ep15_rep0.pt,,
71,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p35_roll3_ep20_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.05,0.01,0.5,0.35,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p35_roll3_ep20_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p35_roll3_ep20_rep0.pt,,
72,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p4_roll3_ep5_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.05,0.01,0.5,0.4,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p4_roll3_ep5_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p4_roll3_ep5_rep0.pt,,
73,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p4_roll3_ep10_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.05,0.01,0.5,0.4,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p4_roll3_ep10_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p4_roll3_ep10_rep0.pt,,
74,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p4_roll3_ep15_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.05,0.01,0.5,0.4,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p4_roll3_ep15_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p4_roll3_ep15_rep0.pt,,
75,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p4_roll3_ep20_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.05,0.01,0.5,0.4,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p4_roll3_ep20_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p4_roll3_ep20_rep0.pt,,
76,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p42_roll3_ep5_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.05,0.01,0.5,0.42,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p42_roll3_ep5_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p42_roll3_ep5_rep0.pt,,
77,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p42_roll3_ep10_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.05,0.01,0.5,0.42,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p42_roll3_ep10_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p42_roll3_ep10_rep0.pt,,
78,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p42_roll3_ep15_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.05,0.01,0.5,0.42,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p42_roll3_ep15_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p42_roll3_ep15_rep0.pt,,
79,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p42_roll3_ep20_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.05,0.01,0.5,0.42,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p42_roll3_ep20_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p42_roll3_ep20_rep0.pt,,
80,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p45_roll3_ep5_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.05,0.01,0.5,0.45,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p45_roll3_ep5_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p45_roll3_ep5_rep0.pt,,
81,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p45_roll3_ep10_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.05,0.01,0.5,0.45,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p45_roll3_ep10_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p45_roll3_ep10_rep0.pt,,
82,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p45_roll3_ep15_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.05,0.01,0.5,0.45,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p45_roll3_ep15_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p45_roll3_ep15_rep0.pt,,
83,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p45_roll3_ep20_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.05,0.01,0.5,0.45,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p45_roll3_ep20_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p45_roll3_ep20_rep0.pt,,
84,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p5_roll3_ep5_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.05,0.01,0.5,0.5,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p5_roll3_ep5_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p5_roll3_ep5_rep0.pt,,
85,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p5_roll3_ep10_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.05,0.01,0.5,0.5,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p5_roll3_ep10_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p5_roll3_ep10_rep0.pt,,
86,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p5_roll3_ep15_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.05,0.01,0.5,0.5,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p5_roll3_ep15_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p5_roll3_ep15_rep0.pt,,
87,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p5_roll3_ep20_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.05,0.01,0.5,0.5,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p5_roll3_ep20_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p5_roll3_ep20_rep0.pt,,
88,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p1_thr0p3_roll3_ep5_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.1,0.01,0.5,0.3,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p1_thr0p3_roll3_ep5_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p1_thr0p3_roll3_ep5_rep0.pt,,
89,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p1_thr0p3_roll3_ep10_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.1,0.01,0.5,0.3,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p1_thr0p3_roll3_ep10_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p1_thr0p3_roll3_ep10_rep0.pt,,
90,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p1_thr0p3_roll3_ep15_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.1,0.01,0.5,0.3,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p1_thr0p3_roll3_ep15_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p1_thr0p3_roll3_ep15_rep0.pt,,
91,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p1_thr0p3_roll3_ep20_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.1,0.01,0.5,0.3,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p1_thr0p3_roll3_ep20_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p1_thr0p3_roll3_ep20_rep0.pt,,
